event_id,unix_timestamp,date,state_code,state,state_abbr,mun_code,municipality,detained,total_people_dead,military_dead,navy_dead,federal_police_dead,afi_dead,state_police_dead,ministerial_police_dead,municipal_police_dead,public_prosecutor_dead,organized_crime_dead,civilian_dead,total_people_wounded,military_wounded,navy_wounded,federal_police_wounded,afi_wounded,state_police_wounded,ministerial_police_wounded,municipal_police_wounded,public_prosecutor_wounded,organized_crime_wounded,civilian_wounded,long_guns_seized,small_arms_seized,cartridge_sezied,clips_seized,vehicles_seized,afi,army,federal_police,ministerial_police,municipal_police,navy,other,state_police,source,organized_crime_lethality,army_lethality,navy_lethality,federal_police_lethality,organized_crime_lethality_diff,army_lethality_diff,navy_lethality_diff,federal_police_lethality_diff,organized_crime_NewIndex,army_NewIndex,navy_NewIndex,federal_police_NewIndex,perfect_lethality,category,global_id
650,1235196010,2009-02-21,28,Tamaulipas,TAMPS,32,Reynosa,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,747,16,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,650
651,1235196010,2009-02-21,10,Durango,DGO,23,Pueblo Nuevo,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,2,NaN,NaN,NaN,1,0,0,0,0.3333333333333333,NaN,NaN,NaN,0,dead.wounded,651
652,1235196010,2009-02-21,12,Guerrero,GRO,7,Arcelia,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,652
653,1235282410,2009-02-22,16,Michoacán de Ocampo,MICH,6,Apatzingán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,653
654,1235282410,2009-02-22,8,Chihuahua,CHIH,19,Chihuahua,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,654
655,1235282410,2009-02-22,10,Durango,DGO,32,Santiago Papasquiaro,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,655
656,1235368810,2009-02-23,25,Sinaloa,SIN,6,Culiacán,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,656
657,1235455210,2009-02-24,28,Tamaulipas,TAMPS,22,Matamoros,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,1,962,37,4,0,1,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,657
658,1235541610,2009-02-25,12,Guerrero,GRO,38,Zihuatanejo de Azueta,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,658
659,1235541610,2009-02-25,22,Querétaro,QRO,1,Amealco de Bonfil,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,659
660,1235628010,2009-02-26,8,Chihuahua,CHIH,37,Juárez,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,660
661,1235628010,2009-02-26,11,Guanajuato,GTO,42,Valle de Santiago,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,661
662,1235714410,2009-02-27,2,Baja California,BC,4,Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,662
663,1235800810,2009-02-28,25,Sinaloa,SIN,11,Guasave,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,663
664,1235887210,2009-03-01,16,Michoacán de Ocampo,MICH,83,Tancítaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,664
665,1235887210,2009-03-01,26,Sonora,SON,42,Navojoa,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,665
666,1235887210,2009-03-01,2,Baja California,BC,4,Tijuana,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,3,2,0,0,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,666
667,1235973610,2009-03-02,28,Tamaulipas,TAMPS,32,Reynosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,667
668,1236060010,2009-03-03,15,México,MEX,58,Nezahualcóyotl,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-2,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,668
669,1236146410,2009-03-04,16,Michoacán de Ocampo,MICH,87,Taretan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,669
670,1236146410,2009-03-04,5,Coahuila de Zaragoza,COAH,35,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,670
671,1236146410,2009-03-04,26,Sonora,SON,17,Caborca,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,671
672,1236232810,2009-03-05,32,Zacatecas,ZAC,31,Monte Escobedo,5,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,672
673,1236319210,2009-03-06,10,Durango,DGO,23,Pueblo Nuevo,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,13,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,673
674,1236492010,2009-03-08,28,Tamaulipas,TAMPS,32,Reynosa,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,2,1,136,10,1,0,0,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,674
675,1236492010,2009-03-08,8,Chihuahua,CHIH,11,Camargo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,675
676,1236578410,2009-03-09,2,Baja California,BC,4,Tijuana,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,3,2727,77,2,0,0,0,1,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,676
677,1236578410,2009-03-09,8,Chihuahua,CHIH,62,Saucillo,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,0.3333333333333333,NaN,NaN,NaN,-2,0,0,0,-0.5,NaN,NaN,NaN,0,dead.wounded,677
678,1236664810,2009-03-10,15,México,MEX,33,Ecatepec de Morelos,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,678
679,1236664810,2009-03-10,5,Coahuila de Zaragoza,COAH,20,Múzquiz,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,679
680,1236664810,2009-03-10,11,Guanajuato,GTO,7,Celaya,6,4,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,10,7,1416,37,5,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,0,4,0,0,-3,1,NaN,NaN,-1,1,perfect_lethality,680
681,1236924010,2009-03-13,1,Aguascalientes,AGS,1,Aguascalientes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,681
682,1237010410,2009-03-14,14,Jalisco,JAL,97,Tlajomulco de Zúñiga,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,79,9,0,0,1,0,0,0,0,0,1,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,682
683,1237096810,2009-03-15,15,México,MEX,33,Ecatepec de Morelos,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,683
684,1237269610,2009-03-17,15,México,MEX,88,Tenancingo,6,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,684
685,1237269610,2009-03-17,32,Zacatecas,ZAC,10,Fresnillo,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,700,21,7,0,1,0,0,0,0,0,0,confrontations,NaN,0,NaN,NaN,0,-3,0,0,NaN,-1,NaN,NaN,0,no_dead_wounded,685
686,1237269610,2009-03-17,2,Baja California,BC,4,Tijuana,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,686
687,1237269610,2009-03-17,5,Coahuila de Zaragoza,COAH,35,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,0,NaN,NaN,0,-1,0,0,NaN,-1,NaN,NaN,0,no_dead_wounded,687
688,1237269610,2009-03-17,10,Durango,DGO,35,Tepehuanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,688
689,1237442410,2009-03-19,14,Jalisco,JAL,101,Tonalá,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,689
690,1237528810,2009-03-20,5,Coahuila de Zaragoza,COAH,35,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,690
691,1237528810,2009-03-20,14,Jalisco,JAL,39,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,691
692,1237701610,2009-03-22,16,Michoacán de Ocampo,MICH,53,Morelia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,692
693,1237701610,2009-03-22,2,Baja California,BC,4,Tijuana,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,1,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,693
694,1237701610,2009-03-22,16,Michoacán de Ocampo,MICH,53,Morelia,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,1,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,694
695,1237874410,2009-03-24,5,Coahuila de Zaragoza,COAH,35,Torreón,1,6,0,0,0,0,0,0,0,0,5,1,8,3,0,0,0,0,0,1,0,2,2,7,3,1053,44,7,0,1,0,0,0,0,0,0,confrontations,2.5,0,NaN,NaN,3,-3,0,0,0.42857142857142855,-1,NaN,NaN,0,dead.wounded,695
696,1237874410,2009-03-24,15,México,MEX,60,Nicolás Romero,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,4,5,0,12,3,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,0,2,0,0,-1,1,NaN,NaN,-1,1,perfect_lethality,696
697,1237960810,2009-03-25,16,Michoacán de Ocampo,MICH,52,Lázaro Cárdenas,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,3,1105,68,4,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-2,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,697
698,1238047210,2009-03-26,13,Hidalgo,HGO,29,Huichapan,5,2,0,0,1,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,3,3,0,0,4,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,0.25,1,0,0,-3,1,NaN,NaN,-0.6,1,perfect_lethality,698
699,1238047210,2009-03-26,12,Guerrero,GRO,38,Zihuatanejo de Azueta,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,699
700,1238133610,2009-03-27,15,México,MEX,115,Xonacatlán,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,6,1,0,0,2,0,0,0,1,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,700
701,1238133610,2009-03-27,26,Sonora,SON,17,Caborca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,701
702,1238392810,2009-03-30,16,Michoacán de Ocampo,MICH,6,Apatzingán,1,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,17,8,8e3,80,5,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-3,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,702
703,1238479210,2009-03-31,28,Tamaulipas,TAMPS,38,Tampico,0,3,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,5,6,748,32,1,0,1,0,0,0,0,0,0,confrontations,Inf,0,NaN,NaN,3,-4,0,0,1,-1,NaN,NaN,1,perfect_lethality,703
704,1238565610,2009-04-01,14,Jalisco,JAL,100,Tomatlán,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,confrontations,NaN,0,NaN,NaN,0,-2,0,0,NaN,-1,NaN,NaN,0,no_dead_wounded,704
705,1238652010,2009-04-02,28,Tamaulipas,TAMPS,24,Mier,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,6,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,705
706,1238652010,2009-04-02,25,Sinaloa,SIN,13,Mocorito,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,706
707,1238738410,2009-04-03,9,Ciudad de México,CDMX,15,Cuauhtémoc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,707
708,1238911210,2009-04-05,17,Morelos,MOR,4,Ayala,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,708
709,1238911210,2009-04-05,25,Sinaloa,SIN,8,Elota,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,709
710,1238911210,2009-04-05,20,Oaxaca,OAX,67,Oaxaca de Juárez,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,68,1,0,0,1,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,0,0,0,0,-1,NaN,NaN,NaN,-1,0,no_dead_wounded,710
711,1238911210,2009-04-05,12,Guerrero,GRO,38,Zihuatanejo de Azueta,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,711
712,1238994010,2009-04-06,8,Chihuahua,CHIH,17,Cuauhtémoc,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,33,2,1,0,1,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,712
713,1239253210,2009-04-09,32,Zacatecas,ZAC,10,Fresnillo,2,3,0,0,0,0,0,0,0,0,3,0,8,0,0,8,0,0,0,0,0,0,0,8,2,0,71,4,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,0,3,0,0,-8,1,NaN,NaN,-1,1,perfect_lethality,713
714,1239426010,2009-04-11,12,Guerrero,GRO,7,Arcelia,1,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,11,0,3,3,152,7,3,0,0,0,0,0,0,0,0,confrontations,0.09090909090909091,NaN,NaN,NaN,-10,0,0,0,-0.8333333333333334,NaN,NaN,NaN,0,dead.wounded,714
715,1239598810,2009-04-13,28,Tamaulipas,TAMPS,32,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1038,46,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,715
716,1239685210,2009-04-14,10,Durango,DGO,7,Gómez Palacio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,2,2,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,716
717,1239771610,2009-04-15,12,Guerrero,GRO,54,San Miguel Totolapan,0,16,1,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,19,2,0,55,6,0,1,0,0,0,0,0,0,confrontations,Inf,1,NaN,NaN,15,0,0,0,1,0,NaN,NaN,1,perfect_lethality,717
718,1239858010,2009-04-16,28,Tamaulipas,TAMPS,32,Reynosa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210,11,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,718
719,1239944410,2009-04-17,15,México,MEX,25,Chalco,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,719
720,1240030810,2009-04-18,18,Nayarit,NAY,17,Tepic,2,8,0,0,0,6,0,0,0,0,0,2,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,720
721,1240030810,2009-04-18,12,Guerrero,GRO,54,San Miguel Totolapan,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2553,55,4,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,721
722,1240030810,2009-04-18,28,Tamaulipas,TAMPS,32,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,722
723,1240030810,2009-04-18,26,Sonora,SON,70,General Plutarco Elías Calles,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,723
724,1240290010,2009-04-21,15,México,MEX,106,Toluca,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,724
725,1240290010,2009-04-21,26,Sonora,SON,4,Altar,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,725
726,1240376410,2009-04-22,19,Nuevo León,NL,46,San Nicolás de los Garza,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,726
727,1240376410,2009-04-22,8,Chihuahua,CHIH,37,Juárez,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,727
728,1240462810,2009-04-23,19,Nuevo León,NL,39,Monterrey,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,728
729,1240549210,2009-04-24,16,Michoacán de Ocampo,MICH,26,Chinicuila,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,5,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,729
730,1240635610,2009-04-25,28,Tamaulipas,TAMPS,27,Nuevo Laredo,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,6,6941,166,10,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,730
731,1240722010,2009-04-26,32,Zacatecas,ZAC,39,Río Grande,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,975,29,3,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,731
