event_id,unix_timestamp,date,state_code,state,state_abbr,mun_code,municipality,detained,total_people_dead,military_dead,navy_dead,federal_police_dead,afi_dead,state_police_dead,ministerial_police_dead,municipal_police_dead,public_prosecutor_dead,organized_crime_dead,civilian_dead,total_people_wounded,military_wounded,navy_wounded,federal_police_wounded,afi_wounded,state_police_wounded,ministerial_police_wounded,municipal_police_wounded,public_prosecutor_wounded,organized_crime_wounded,civilian_wounded,long_guns_seized,small_arms_seized,cartridge_sezied,clips_seized,vehicles_seized,afi,army,federal_police,ministerial_police,municipal_police,navy,other,state_police,source,organized_crime_lethality,army_lethality,navy_lethality,federal_police_lethality,organized_crime_lethality_diff,army_lethality_diff,navy_lethality_diff,federal_police_lethality_diff,organized_crime_NewIndex,army_NewIndex,navy_NewIndex,federal_police_NewIndex,perfect_lethality,category,global_id
3185,1309582810,2011-07-02,19,Nuevo León,NL,21,General Escobedo,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,36,8,1,0,1,0,0,0,0,0,0,confrontations,Inf,0,NaN,NaN,2,-1,0,0,1,-1,NaN,NaN,1,perfect_lethality,3185
3186,1309582810,2011-07-02,28,Tamaulipas,TAMPS,32,Reynosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1850,77,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3186
3187,1309582810,2011-07-02,24,San Luis Potosí,SLP,35,Soledad de Graciano Sánchez,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,confrontations,0,0,NaN,NaN,-2,-1,0,0,-1,-1,NaN,NaN,0,just_wounded,3187
3188,1309582810,2011-07-02,12,Guerrero,GRO,38,Zihuatanejo de Azueta,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3188
3189,1309669210,2011-07-03,12,Guerrero,GRO,29,Chilpancingo de los Bravo,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,103,5,2,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3189
3190,1309669210,2011-07-03,19,Nuevo León,NL,26,Guadalupe,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,3190
3191,1309755610,2011-07-04,8,Chihuahua,CHIH,37,Juárez,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3191
3192,1309755610,2011-07-04,32,Zacatecas,ZAC,31,Monte Escobedo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,3192
3193,1309755610,2011-07-04,32,Zacatecas,ZAC,20,Jerez,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3193
3194,1309755610,2011-07-04,28,Tamaulipas,TAMPS,40,Valle Hermoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,200,19,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3194
3195,1309755610,2011-07-04,19,Nuevo León,NL,39,Monterrey,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3195
3196,1309755610,2011-07-04,10,Durango,DGO,5,Durango,6,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,3196
3197,1309755610,2011-07-04,25,Sinaloa,SIN,1,Ahome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3197
3198,1309755610,2011-07-04,7,Chiapas,CHIS,77,Salto de Agua,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3198
3199,1309842010,2011-07-05,1,Aguascalientes,AGS,1,Aguascalientes,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3199
3200,1309842010,2011-07-05,14,Jalisco,JAL,16,Ayotlán,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3200
3201,1309842010,2011-07-05,18,Nayarit,NAY,17,Tepic,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1107,33,1,0,0,0,0,0,1,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3201
3202,1309842010,2011-07-05,5,Coahuila de Zaragoza,COAH,35,Torreón,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3202
3203,1309842010,2011-07-05,30,Veracruz de Ignacio de la Llave,VER,193,Veracruz,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3203
3204,1309842010,2011-07-05,28,Tamaulipas,TAMPS,22,Matamoros,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1600,42,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3204
3205,1309928410,2011-07-06,28,Tamaulipas,TAMPS,3,Altamira,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,140,5,2,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3205
3206,1309928410,2011-07-06,18,Nayarit,NAY,4,Compostela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3206
3207,1309928410,2011-07-06,14,Jalisco,JAL,23,Zapotlán el Grande,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,3207
3208,1309928410,2011-07-06,19,Nuevo León,NL,46,San Nicolás de los Garza,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3208
3209,1310014810,2011-07-07,5,Coahuila de Zaragoza,COAH,35,Torreón,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,4,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3209
3210,1310014810,2011-07-07,28,Tamaulipas,TAMPS,22,Matamoros,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3210
3211,1310014810,2011-07-07,16,Michoacán de Ocampo,MICH,6,Apatzingán,0,8,0,0,0,0,0,0,0,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,0,8,0,0,-5,1,NaN,NaN,-1,1,perfect_lethality,3211
3212,1310014810,2011-07-07,8,Chihuahua,CHIH,37,Juárez,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3212
3213,1310014810,2011-07-07,32,Zacatecas,ZAC,56,Zacatecas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3213
3214,1310014810,2011-07-07,12,Guerrero,GRO,28,Chilapa de Álvarez,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,7,0,343,7,0,0,1,0,0,0,0,0,0,confrontations,Inf,0,NaN,NaN,3,-1,0,0,1,-1,NaN,NaN,1,perfect_lethality,3214
3215,1310014810,2011-07-07,30,Veracruz de Ignacio de la Llave,VER,84,Ixmatlahuacan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3215
3216,1310101210,2011-07-08,30,Veracruz de Ignacio de la Llave,VER,45,Cosamaloapan de Carpio,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3216
3217,1310101210,2011-07-08,32,Zacatecas,ZAC,47,Teúl de González Ortega,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1640,57,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3217
3218,1310101210,2011-07-08,25,Sinaloa,SIN,6,Culiacán,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,6,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3218
3219,1310101210,2011-07-08,28,Tamaulipas,TAMPS,24,Mier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3219
3220,1310101210,2011-07-08,25,Sinaloa,SIN,6,Culiacán,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3220
3221,1310101210,2011-07-08,25,Sinaloa,SIN,6,Culiacán,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3221
3222,1310101210,2011-07-08,30,Veracruz de Ignacio de la Llave,VER,193,Veracruz,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,confrontations,NaN,NaN,0,NaN,0,0,-1,0,NaN,NaN,-1,NaN,0,no_dead_wounded,3222
3223,1310101210,2011-07-08,28,Tamaulipas,TAMPS,40,Valle Hermoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,590,22,1,0,0,1,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3223
3224,1310187610,2011-07-09,28,Tamaulipas,TAMPS,30,Padilla,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-2,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3224
3225,1310187610,2011-07-09,16,Michoacán de Ocampo,MICH,88,Tarímbaro,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3225
3226,1310187610,2011-07-09,18,Nayarit,NAY,17,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3226
3227,1310274010,2011-07-10,12,Guerrero,GRO,1,Acapulco de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-6,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3227
3228,1310274010,2011-07-10,12,Guerrero,GRO,38,Zihuatanejo de Azueta,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,confrontations,1,NaN,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,0,dead.wounded,3228
3229,1310274010,2011-07-10,32,Zacatecas,ZAC,31,Monte Escobedo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,490,39,1,0,0,0,0,0,1,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3229
3230,1310360410,2011-07-11,30,Veracruz de Ignacio de la Llave,VER,193,Veracruz,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,179,9,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3230
3231,1310360410,2011-07-11,18,Nayarit,NAY,17,Tepic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3231
3232,1310360410,2011-07-11,28,Tamaulipas,TAMPS,14,Guerrero,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3232
3233,1310360410,2011-07-11,19,Nuevo León,NL,21,General Escobedo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1185,68,6,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3233
3234,1310446810,2011-07-12,19,Nuevo León,NL,6,Apodaca,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3234
3235,1310446810,2011-07-12,28,Tamaulipas,TAMPS,40,Valle Hermoso,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,56,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,5,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3235
3236,1310446810,2011-07-12,19,Nuevo León,NL,39,Monterrey,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,7,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3236
3237,1310446810,2011-07-12,19,Nuevo León,NL,39,Monterrey,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1287,65,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3237
3238,1310446810,2011-07-12,28,Tamaulipas,TAMPS,40,Valle Hermoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3238
3239,1310446810,2011-07-12,10,Durango,DGO,24,Rodeo,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1650,52,2,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3239
3240,1310446810,2011-07-12,28,Tamaulipas,TAMPS,32,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,8,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3240
3241,1310446810,2011-07-12,5,Coahuila de Zaragoza,COAH,30,Saltillo,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3241
3242,1310533210,2011-07-13,28,Tamaulipas,TAMPS,32,Reynosa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,527,18,2,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3242
3243,1310533210,2011-07-13,9,Ciudad de México,CDMX,6,Iztacalco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3243
3244,1310533210,2011-07-13,25,Sinaloa,SIN,1,Ahome,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3244
3245,1310533210,2011-07-13,19,Nuevo León,NL,39,Monterrey,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,1,0,0,0,0,1,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3245
3246,1310533210,2011-07-13,28,Tamaulipas,TAMPS,32,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,32,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3246
3247,1310533210,2011-07-13,19,Nuevo León,NL,9,Cadereyta Jiménez,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,5,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3247
3248,1310619610,2011-07-14,19,Nuevo León,NL,6,Apodaca,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,4,3,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3248
3249,1310619610,2011-07-14,28,Tamaulipas,TAMPS,22,Matamoros,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3249
3250,1310619610,2011-07-14,12,Guerrero,GRO,57,Técpan de Galeana,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4777,18,0,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3250
3251,1310619610,2011-07-14,16,Michoacán de Ocampo,MICH,107,Zacapu,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3251
3252,1310619610,2011-07-14,21,Puebla,PUE,71,Huauchinango,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3252
3253,1310619610,2011-07-14,28,Tamaulipas,TAMPS,32,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,confrontations,NaN,0,NaN,NaN,0,-1,0,0,NaN,-1,NaN,NaN,0,no_dead_wounded,3253
3254,1310706010,2011-07-15,12,Guerrero,GRO,1,Acapulco de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-1,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3254
3255,1310706010,2011-07-15,5,Coahuila de Zaragoza,COAH,30,Saltillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,730,31,1,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3255
3256,1310706010,2011-07-15,25,Sinaloa,SIN,1,Ahome,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3256
3257,1310706010,2011-07-15,30,Veracruz de Ignacio de la Llave,VER,193,Veracruz,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3257
3258,1310706010,2011-07-15,19,Nuevo León,NL,6,Apodaca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,5,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3258
3259,1310792410,2011-07-16,28,Tamaulipas,TAMPS,40,Valle Hermoso,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,590,21,1,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3259
3260,1310792410,2011-07-16,28,Tamaulipas,TAMPS,22,Matamoros,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,1,0,0,0,0,0,0,confrontations,1,0,NaN,NaN,0,-1,0,0,0,-1,NaN,NaN,0,dead.wounded,3260
3261,1310792410,2011-07-16,25,Sinaloa,SIN,6,Culiacán,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,confrontations,0,NaN,NaN,NaN,-2,0,0,0,-1,NaN,NaN,NaN,0,just_wounded,3261
3262,1310792410,2011-07-16,28,Tamaulipas,TAMPS,41,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,confrontations,NaN,0,NaN,NaN,0,-3,0,0,NaN,-1,NaN,NaN,0,no_dead_wounded,3262
3263,1310792410,2011-07-16,28,Tamaulipas,TAMPS,22,Matamoros,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1383,86,0,0,1,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3263
3264,1310878810,2011-07-17,19,Nuevo León,NL,39,Monterrey,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,confrontations,Inf,NaN,NaN,NaN,3,0,0,0,1,NaN,NaN,NaN,1,perfect_lethality,3264
3265,1310878810,2011-07-17,10,Durango,DGO,7,Gómez Palacio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,confrontations,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,no_dead_wounded,3265
